"Id","SalePrice"
1461,123686.670940711
1462,158778.928266617
1463,180438.298764695
1464,197294.668163944
1465,190300.808090456
1466,171483.381130611
1467,175865.637087906
1468,164381.818095004
1469,187739.106562667
1470,123559.631611911
1471,189024.126366101
1472,101101.993488682
1473,98607.5997393006
1474,147916.901736136
1475,121884.7244277
1476,352516.392457166
1477,245193.304930752
1478,284358.004819064
1479,290022.942348097
1480,474709.141555951
1481,320586.027872878
1482,209901.564685269
1483,177683.567081546
1484,166405.570008455
1485,188161.653149646
1486,195180.88854032
1487,325957.463004995
1488,226496.342629374
1489,190076.027968382
1490,230659.068136167
1491,195535.791418335
1492,95798.6180396167
1493,177532.239351283
1494,285769.94271951
1495,284158.224855562
1496,225658.58651814
1497,178844.38999329
1498,173535.543921152
1499,166483.623201446
1500,158705.082640308
1501,169681.396961222
1502,153060.406279972
1503,279083.269825166
1504,239097.181589876
1505,221593.016429387
1506,187659.329155866
1507,247876.497285518
1508,201905.351036059
1509,159238.458085151
1510,146832.881558085
1511,152684.725157714
1512,172974.140891767
1513,145338.835083654
1514,155737.407702991
1515,188720.177964947
1516,153899.638480632
1517,169274.020230949
1518,135895.190495058
1519,212287.870129468
1520,131989.567273331
1521,134006.077260159
1522,172971.250307791
1523,114153.304067467
1524,118688.734591726
1525,121885.597056391
1526,114916.287261659
1527,109929.351743344
1528,134662.817540053
1529,146096.252463508
1530,187386.501189289
1531,113282.863559712
1532,97321.0321675629
1533,138607.32540498
1534,123360.575364578
1535,147635.585274956
1536,108558.305344406
1537,68245.4696045688
1538,150445.102706158
1539,184274.938104528
1540,90282.5701480472
1541,137291.951137069
1542,142604.338423226
1543,176852.265960447
1544,86726.9035852884
1545,112049.785409866
1546,133030.610948626
1547,131494.295255694
1548,130224.416075842
1549,118394.198178745
1550,133736.805099675
1551,111119.584751339
1552,133687.413831265
1553,140099.49313369
1554,117050.528289453
1555,160412.626951798
1556,88757.9939836223
1557,105282.870539543
1558,104900.327486392
1559,67908.5549235858
1560,134049.600379194
1561,120715.506225987
1562,132458.84023063
1563,122298.988390044
1564,157973.012656587
1565,152411.834281624
1566,230110.980486289
1567,83714.0500620788
1568,233376.952463582
1569,132750.102349449
1570,142145.806821872
1571,122552.015788995
1572,138425.09487591
1573,244385.649602844
1574,119927.486648676
1575,221239.108863594
1576,235590.135857489
1577,183290.787978873
1578,145698.690877893
1579,146601.160134709
1580,193940.303731674
1581,156273.696990623
1582,126480.355274589
1583,294394.169192205
1584,221292.899547081
1585,142735.753416388
1586,78799.9823957595
1587,106856.769264481
1588,145807.866305815
1589,97450.3579093532
1590,133024.271375263
1591,95690.0176360456
1592,113556.083924244
1593,129897.496237395
1594,126948.210451426
1595,112682.534729259
1596,219939.501942513
1597,191570.246003349
1598,216651.741730091
1599,172307.942220257
1600,162991.635315251
1601,73831.3103189386
1602,115780.596889251
1603,72807.4307207728
1604,262928.64008574
1605,242714.942020821
1606,167802.155226225
1607,178766.716467903
1608,218540.541308286
1609,183171.362943553
1610,151717.618851713
1611,141505.616659942
1612,172090.497335318
1613,166092.554781006
1614,124129.589232679
1615,90638.9964610667
1616,80878.2204788154
1617,95168.3761308349
1618,130170.711714199
1619,144069.058149315
1620,154606.376815619
1621,136919.187497487
1622,141141.457422419
1623,260035.460777046
1624,210730.67030131
1625,122549.57924912
1626,172645.901764864
1627,190256.063334175
1628,279411.052086388
1629,177074.092908828
1630,339557.187463609
1631,215323.35444097
1632,236968.312623745
1633,172006.589597541
1634,185235.899761129
1635,177474.501724989
1636,157639.141368729
1637,192501.370308526
1638,189553.26863971
1639,184315.773893828
1640,248058.463035267
1641,179002.670330378
1642,239325.848879492
1643,219024.618931403
1644,233831.374758244
1645,191513.174233407
1646,162372.638413429
1647,160575.797341791
1648,131375.065942261
1649,139664.972625127
1650,115276.369648113
1651,122227.105047627
1652,101442.089113355
1653,104164.888260769
1654,144996.315814996
1655,139472.512491098
1656,144303.888302506
1657,145646.529271158
1658,147663.022339824
1659,125405.429849164
1660,159098.574379446
1661,430960.680373112
1662,387468.271796957
1663,367722.416635132
1664,552470.84273058
1665,301344.96481626
1666,322022.890810954
1667,364491.011263628
1668,337920.278755298
1669,296717.92676697
1670,338939.674320712
1671,259659.23548227
1672,413026.296186688
1673,290806.161087388
1674,237313.792015366
1675,195160.611502726
1676,193362.428921339
1677,218699.610140004
1678,453692.584918759
1679,376242.426784014
1680,314690.479750717
1681,247286.238807822
1682,314335.872431827
1683,186326.566833553
1684,182770.598404955
1685,177954.963741267
1686,173655.126526668
1687,171310.728482017
1688,192794.337099151
1689,195996.52130982
1690,201346.257839994
1691,190008.649852343
1692,263295.098156069
1693,170224.130060142
1694,183481.804082612
1695,166960.984164944
1696,270403.828947228
1697,169950.598008187
1698,337342.848715111
1699,293105.813680835
1700,245310.051808269
1701,264378.539017589
1702,234479.776542192
1703,234233.268126506
1704,269526.047401462
1705,236144.696048829
1706,250591.206045136
1707,208060.39887455
1708,197455.504441318
1709,259338.661455137
1710,218134.021600975
1711,270157.53524116
1712,252300.0066306
1713,265876.480410511
1714,217032.415807191
1715,202548.237496584
1716,182019.713456489
1717,175954.516685887
1718,135672.766949145
1719,205733.349841443
1720,231017.48075332
1721,164453.855364195
1722,125888.603566885
1723,155573.263585995
1724,203696.524369311
1725,238382.168636828
1726,185999.7631937
1727,156813.666213949
1728,177888.516072032
1729,164210.84972523
1730,156655.3225257
1731,121133.852556024
1732,129393.325140029
1733,116585.031817891
1734,120849.55765734
1735,129237.390061807
1736,112348.138058278
1737,300773.367611624
1738,244828.571432134
1739,252934.480226363
1740,206433.584225279
1741,191721.475015099
1742,167249.112588028
1743,177986.958082391
1744,323798.011901652
1745,207782.168441436
1746,189810.913960098
1747,216034.791693852
1748,223448.589261609
1749,148239.678617356
1750,126728.330099109
1751,250377.256423357
1752,120088.279763187
1753,148822.926965373
1754,194923.591651839
1755,169632.280826169
1756,124620.443308026
1757,122191.289449196
1758,145118.179961885
1759,159179.891633778
1760,162827.191124447
1761,147686.904807428
1762,173761.683572212
1763,182250.762060561
1764,119204.024001536
1765,159998.795558423
1766,189439.685003282
1767,212459.958340846
1768,140176.877710353
1769,169699.260578342
1770,151165.083189708
1771,121406.89370012
1772,129225.002034303
1773,125972.893761278
1774,146754.753968625
1775,139293.543899932
1776,126135.890831913
1777,113205.047830692
1778,140336.946848616
1779,119971.728410855
1780,172857.272638172
1781,124565.866425348
1782,95297.6972946202
1783,144292.655432342
1784,109778.075005494
1785,124762.064740726
1786,145607.023470021
1787,161668.554851547
1788,66209.6629960295
1789,103656.247604862
1790,90735.3294683345
1791,190426.227011837
1792,150437.7705361
1793,134661.025458954
1794,154211.18630339
1795,135650.865055968
1796,131625.730497779
1797,112710.931285039
1798,123200.670272752
1799,111668.334601526
1800,129009.147050437
1801,127753.728887241
1802,137152.418356922
1803,151477.127872188
1804,142701.121412522
1805,138477.933007373
1806,120196.891500021
1807,132916.421201399
1808,124145.320511268
1809,118898.546560758
1810,136200.34705409
1811,87396.2232962158
1812,93830.5202487428
1813,123785.385620865
1814,100386.441281476
1815,62785.464495753
1816,102534.409409907
1817,111951.48204064
1818,143298.749152295
1819,129123.847772604
1820,59224.9151762706
1821,114977.754486631
1822,150641.703984873
1823,47833.5967906772
1824,127633.608385911
1825,132448.616310253
1826,106869.558910059
1827,103853.973368892
1828,129865.660211418
1829,124224.881698793
1830,134720.906370245
1831,145548.12154301
1832,79926.4650271379
1833,135714.735969884
1834,125240.1700546
1835,118306.065520284
1836,122301.165589992
1837,88382.0838273329
1838,122799.461667697
1839,103983.409110244
1840,141814.429826047
1841,132656.345119235
1842,96375.895452832
1843,131229.764197872
1844,142905.352316595
1845,146538.988707183
1846,157813.240505794
1847,168219.395004436
1848,60189.0067128209
1849,111272.226834899
1850,120246.481230785
1851,149862.390762329
1852,129408.723881695
1853,130204.297251626
1854,166711.593138946
1855,152588.172960618
1856,226933.491699038
1857,144379.590642686
1858,138621.062216101
1859,122925.151383266
1860,150867.506594047
1861,122193.445148807
1862,318138.297946767
1863,301049.109833508
1864,301122.793855647
1865,333655.681187941
1866,327949.239398214
1867,224904.469838778
1868,286958.684245104
1869,201821.578967765
1870,221269.374483573
1871,254451.415095228
1872,179799.883382829
1873,240265.829472047
1874,149898.595550583
1875,199183.455637709
1876,197701.047618737
1877,210766.691175154
1878,203353.388416007
1879,132782.337315126
1880,132711.533795173
1881,242605.299572737
1882,246093.634008254
1883,187836.949735025
1884,203125.376576463
1885,239107.404626889
1886,283421.970358126
1887,212877.794371845
1888,264638.769524546
1889,175630.991557711
1890,117683.361810373
1891,130302.458207183
1892,103199.545923379
1893,128797.147146648
1894,128066.994042655
1895,136842.160691093
1896,126508.068454166
1897,123307.807329743
1898,117348.732892744
1899,159338.214503996
1900,153317.379929038
1901,170066.277621463
1902,155269.616448067
1903,218254.088913905
1904,141561.681822173
1905,193401.798400303
1906,136190.718762599
1907,205479.012668929
1908,114442.699792159
1909,135162.00120141
1910,123003.08456499
1911,212957.503492605
1912,324599.383326405
1913,140566.12498869
1914,62351.3780377093
1915,302621.138783906
1916,70565.4715855348
1917,243954.622871082
1918,143190.814165608
1919,171318.46749604
1920,149487.93707958
1921,387659.77145254
1922,313140.635395164
1923,224249.483289459
1924,235648.374051967
1925,197613.77878654
1926,372025.917209049
1927,133248.568110633
1928,159508.689535169
1929,123092.721829713
1930,133400.364564149
1931,144354.536097148
1932,138248.107573513
1933,187429.021003189
1934,179828.989532467
1935,171067.758810967
1936,190174.758372267
1937,182666.387033824
1938,168730.783564334
1939,241200.44160652
1940,189416.140253547
1941,168588.732876594
1942,179010.751804613
1943,211237.280573321
1944,364458.490333852
1945,376025.636479647
1946,145599.364770087
1947,190739.044638266
1948,165140.000541538
1949,245861.435879468
1950,181610.834774061
1951,249444.817914209
1952,213834.432083041
1953,170005.296096532
1954,186719.321963206
1955,135223.843766781
1956,317227.534698995
1957,154037.765465612
1958,294943.805461587
1959,146875.303445745
1960,115872.745946413
1961,124626.728408765
1962,100986.836167581
1963,108143.459491274
1964,105558.274958008
1965,144153.166239683
1966,139095.158848299
1967,284222.353686405
1968,417230.313100878
1969,367985.603467802
1970,404768.016112619
1971,464921.689843818
1972,366238.0449146
1973,273171.615248478
1974,328261.222547524
1975,507383.394433742
1976,266400.928950676
1977,348703.390917018
1978,349243.72586755
1979,311953.872743086
1980,205408.866458339
1981,329612.89417222
1982,217774.470210756
1983,204993.819274077
1984,172546.391645566
1985,224542.599376717
1986,210013.908165863
1987,185294.522926644
1988,179559.029017945
1989,193825.249353543
1990,210276.804863811
1991,227101.740441698
1992,211979.968255452
1993,175953.193960058
1994,233797.503927085
1995,184166.589398114
1996,247961.960787848
1997,306402.744541375
1998,297026.92913027
1999,268300.858256699
2000,302006.921263621
2001,268459.959650257
2002,238329.034314122
2003,252220.487871708
2004,274748.049579769
2005,224772.938582762
2006,213742.118148603
2007,242126.586665386
2008,213375.28219978
2009,195599.242919997
2010,196194.794827667
2011,140890.604695417
2012,176689.774427761
2013,180326.973469578
2014,184722.647794538
2015,208186.057928746
2016,189947.623060191
2017,191218.334690071
2018,122734.917457761
2019,135890.324457515
2020,103426.920180896
2021,108179.457944132
2022,184587.134389021
2023,143168.228058025
2024,260149.224894347
2025,344829.25616916
2026,174583.532504364
2027,161166.512002069
2028,156304.656692071
2029,163354.897432718
2030,254588.889075407
2031,225299.09461331
2032,244339.803138781
2033,245970.513867338
2034,167982.14753029
2035,214522.511891322
2036,196452.966805993
2037,207412.772259965
2038,308230.384399041
2039,221894.981571836
2040,291009.023312975
2041,295692.642180315
2042,203065.312914634
2043,174009.762449963
2044,167663.337835394
2045,206903.068119692
2046,152789.293427097
2047,145314.360674039
2048,140854.411546538
2049,148722.568685674
2050,174279.251729187
2051,105507.190774654
2052,126695.631389749
2053,147499.406281114
2054,102435.091542173
2055,150455.906073442
2056,146913.258912356
2057,117540.494171159
2058,214285.350079414
2059,138365.328919989
2060,164419.832332037
2061,175708.208805371
2062,129458.305698401
2063,121823.227419377
2064,136868.77738588
2065,121679.511379918
2066,165312.661386431
2067,108603.113110026
2068,148807.07852676
2069,87029.0730147927
2070,115462.234082924
2071,103849.572186242
2072,138924.603698991
2073,134268.544939628
2074,176775.346594581
2075,150585.243425833
2076,118650.373772402
2077,150326.978738706
2078,126357.546903134
2079,128938.041061254
2080,118653.77781152
2081,127919.549195099
2082,116296.805684933
2083,142647.238009961
2084,112756.507041041
2085,119195.964044356
2086,113510.468559208
2087,122054.716986128
2088,96977.6671044873
2089,87853.3364354295
2090,123955.051694627
2091,110986.905200612
2092,121507.621385031
2093,107428.026793612
2094,113374.775794417
2095,152081.418098422
2096,89820.2759366022
2097,100094.096094224
2098,144946.279129104
2099,65844.290123928
2100,74242.3396403862
2101,114145.127632596
2102,129502.873854133
2103,108403.162083156
2104,137779.615053407
2105,122802.785968404
2106,72536.7092292117
2107,187975.964558491
2108,114979.913031728
2109,111072.407682233
2110,123844.402531641
2111,130926.240348232
2112,134067.714702028
2113,120530.270403768
2114,125819.099706347
2115,156072.196952608
2116,118397.398058948
2117,142677.992035699
2118,123953.212129808
2119,114814.407799474
2120,113150.774956745
2121,89655.5263150106
2122,112344.330588006
2123,88975.2863590687
2124,156981.959088851
2125,126133.488738816
2126,154114.415961029
2127,NA
2128,118521.416573557
2129,103616.641955744
2130,132731.761529735
2131,140869.328765399
2132,111391.660235068
2133,121699.376487755
2134,115241.970634765
2135,95414.6650238395
2136,84260.2176955908
2137,111131.55798022
2138,132571.039096079
2139,149644.216017055
2140,139151.008766739
2141,150713.581546369
2142,130223.184696441
2143,140410.463472207
2144,128613.717610626
2145,146001.360912789
2146,160258.721660478
2147,144237.428432548
2148,130690.909622622
2149,159086.639282262
2150,205143.469420749
2151,132414.387371494
2152,162402.829196961
2153,146564.896370181
2154,106214.989470504
2155,157405.492941021
2156,250888.867665011
2157,229563.378275385
2158,237357.551779479
2159,204998.442250612
2160,198816.673248491
2161,254688.330001562
2162,374111.626987879
